sku,brand,model_name,colorway,retail_price,release_date,days_since_release,is_limited_edition,sentiment_score,drop_frequency,volatility_score,resale_price
YEE-84540,Yeezy,Air Max 90,Bred,154,2025-07-24,220,0,0.33,6,0.78,145.27
JOR-47075,Jordan,Air Force 1,Panda,167,2024-04-14,686,0,0.1,14,1.0,143.63
NIK-45017,Nike,Air Max 90,UNC,104,2025-02-01,393,1,-0.33999999999999997,2,0.73,354.78
YEE-94517,Yeezy,Air Max 90,Sail,238,2025-02-08,386,0,1.0,5,0.53,394.32
ADI-92589,Adidas,Jordan 1 Retro,Sail,105,2024-02-06,754,1,1.0,1,0.93,431.16
JOR-93202,Jordan,550,Bred,199,2025-08-30,183,0,0.31,8,0.94,198.21
NEW-64432,New Balance,Gel-Lyte III,Bred,174,2025-01-25,400,0,-0.84,17,0.03,202.84
NEW-48622,New Balance,Gel-Lyte III,UNC,95,2025-04-09,326,0,0.92,15,0.35,136.76
NEW-10221,New Balance,Jordan 4,Chicago,165,2023-06-15,990,1,0.17,1,0.83,651.27
NIK-40290,Nike,Air Max 90,Chicago,127,2024-03-22,709,0,0.17,10,0.11,119.18
JOR-21547,Jordan,550,Sail,227,2024-10-05,512,1,-0.24,1,0.33,1117.67
JOR-42424,Jordan,Jordan 4,UNC,200,2024-10-04,513,0,0.12,6,0.35,190.15
YEE-71813,Yeezy,Air Force 1,UNC,239,2024-01-31,760,0,-0.96,15,0.98,190.4
ADI-57601,Adidas,Air Max 90,Panda,143,2024-12-29,427,0,0.58,18,0.68,209.19
ASI-48083,Asics,Gel-Lyte III,Bred,135,2025-02-20,374,0,0.33,17,0.42,183.74
NIK-94773,Nike,Dunk Low,UNC,141,2025-04-26,309,1,1.0,1,0.87,235.15
NIK-79358,Nike,Air Max 90,UNC,145,2024-04-26,674,0,0.29,18,0.94,203.7
NEW-20304,New Balance,Dunk Low,Panda,165,2024-03-17,714,1,-0.04999999999999999,1,0.96,362.1
JOR-43946,Jordan,Dunk Low,Chicago,226,2025-05-24,281,0,-0.93,6,0.6,289.4
JOR-15733,Jordan,Air Force 1,Triple Black,219,2023-11-12,840,0,0.68,19,0.14,332.67
NIK-31416,Nike,Air Max 90,Mocha,134,2024-05-04,666,0,-0.55,19,0.05,115.5
YEE-94254,Yeezy,Air Force 1,UNC,156,2025-01-13,412,0,0.03,11,0.02,126.53
NIK-30221,Nike,550,Triple White,133,2023-07-28,947,0,0.09,12,0.1,124.89
ASI-21434,Asics,Air Force 1,Bred,178,2024-04-12,688,0,0.2,16,0.02,231.35
NEW-98266,New Balance,Dunk Low,Sail,95,2025-09-30,152,0,0.56,15,0.02,168.37
ASI-11527,Asics,Air Max 90,Mocha,155,2024-10-12,505,1,-0.25,1,0.38,522.93
JOR-48180,Jordan,Dunk Low,UNC,157,2024-01-08,783,0,-0.6,14,0.23,128.64
NIK-34071,Nike,Dunk Low,Sail,135,2025-08-18,195,0,-0.4,19,0.3,155.9
NIK-59639,Nike,Air Max 90,Bred,180,2023-06-22,983,0,-0.61,12,0.41,164.78
ADI-47205,Adidas,Air Force 1,Bred,146,2025-05-06,299,0,0.54,19,0.57,193.59
ADI-47038,Adidas,Dunk Low,Chicago,131,2025-01-08,417,0,0.3,9,0.28,179.17
NEW-50921,New Balance,550,Sail,160,2025-08-22,191,1,-0.5399999999999999,1,0.59,479.01
ADI-13934,Adidas,Gel-Lyte III,Triple Black,104,2024-02-08,752,0,0.77,10,0.37,139.22
ASI-26585,Asics,Air Force 1,UNC,92,2024-04-26,674,0,0.24,9,0.67,130.06
NIK-68546,Nike,Air Force 1,Panda,114,2025-09-16,166,0,-0.21,20,0.96,111.61
JOR-32097,Jordan,Jordan 1 Retro,Triple Black,162,2025-10-24,128,0,0.45,7,0.77,139.35
ASI-92106,Asics,Dunk Low,Sail,99,2024-11-22,464,1,-0.10999999999999999,1,0.45,325.31
ASI-70379,Asics,550,Panda,170,2026-01-26,34,0,0.58,9,0.18,209.58
ADI-21534,Adidas,Jordan 1 Retro,Triple White,123,2024-06-28,611,0,0.57,14,0.21,148.62
ASI-47997,Asics,550,Bred,151,2024-01-27,764,1,0.53,3,0.61,465.19
ADI-23959,Adidas,Dunk Low,Triple Black,152,2025-02-13,381,0,0.41,15,0.68,166.41
NEW-45737,New Balance,550,Sail,163,2026-01-17,43,1,-0.59,1,0.74,410.69
YEE-98218,Yeezy,Air Force 1,Triple Black,179,2025-11-01,120,0,0.84,6,0.17,287.41
NEW-28008,New Balance,Yeezy Boost 350,UNC,179,2023-09-05,908,0,0.2,17,0.91,143.27
ASI-58715,Asics,Yeezy Boost 350,Sail,130,2025-12-01,90,0,-0.85,14,0.68,122.25
NEW-36440,New Balance,Jordan 1 Retro,Triple White,138,2025-04-30,305,0,-0.25,7,0.45,137.26
YEE-13336,Yeezy,Gel-Lyte III,Chicago,222,2023-07-21,954,0,0.46,8,0.65,232.54
NEW-63949,New Balance,Dunk Low,UNC,114,2025-01-05,420,0,0.91,7,0.74,162.33
YEE-81637,Yeezy,Jordan 4,Bred,152,2024-07-01,608,1,1.0,1,0.73,695.76
ADI-23732,Adidas,Yeezy Boost 350,Triple Black,107,2024-07-04,605,0,-0.12,20,0.18,112.67
JOR-32873,Jordan,Air Force 1,UNC,213,2023-10-19,864,0,0.56,14,0.36,379.55
ASI-77623,Asics,Air Max 90,Mocha,155,2025-05-13,292,0,0.26,15,0.44,215.57
ASI-58769,Asics,Dunk Low,Bred,152,2023-12-25,797,0,-0.02,16,0.97,199.78
JOR-40550,Jordan,Jordan 4,Sail,173,2023-08-31,913,0,-0.47,19,0.95,169.46
ASI-25048,Asics,Gel-Lyte III,Sail,145,2024-02-27,733,1,-0.019999999999999962,1,0.65,523.04
ADI-64564,Adidas,Jordan 4,Triple Black,92,2024-07-12,597,0,-0.04,5,0.59,104.83
NEW-18434,New Balance,Gel-Lyte III,Mocha,106,2025-09-20,162,1,0.69,1,0.88,353.06
ASI-96203,Asics,Air Force 1,Triple White,145,2024-05-10,660,0,-0.38,16,0.99,165.71
ADI-42100,Adidas,Dunk Low,Chicago,161,2024-07-30,579,0,-0.95,17,0.5,108.19
NIK-85969,Nike,Gel-Lyte III,Chicago,173,2024-07-12,597,1,1.0,1,0.18,765.18
ADI-49850,Adidas,550,Sail,106,2025-02-14,380,0,-0.28,16,0.89,157.33
NIK-51431,Nike,Jordan 4,Panda,143,2023-11-01,851,0,-0.1,20,0.24,165.58
JOR-93290,Jordan,Yeezy Boost 350,Triple Black,240,2026-01-04,56,0,-0.68,14,0.66,212.38
ASI-79580,Asics,Air Force 1,Triple White,150,2025-07-20,224,0,-0.95,9,0.97,101.34
ADI-45528,Adidas,Dunk Low,Chicago,144,2025-07-18,226,1,0.45,2,0.27,501.35
ADI-80884,Adidas,550,Triple Black,147,2024-02-04,756,0,-0.19,19,0.31,126.61
NIK-83914,Nike,Air Force 1,Sail,140,2025-04-02,333,0,-0.59,6,0.69,129.55
NEW-24996,New Balance,Yeezy Boost 350,Panda,177,2025-02-16,378,0,0.3,20,0.05,252.27
NEW-85724,New Balance,Gel-Lyte III,Sail,117,2025-12-16,75,1,0.30000000000000004,2,0.01,305.99
NIK-26762,Nike,Yeezy Boost 350,Bred,138,2025-11-02,119,0,-0.33,10,0.63,130.54
ADI-98789,Adidas,Air Max 90,Mocha,121,2024-05-27,643,0,-0.56,16,0.14,86.51
NEW-11844,New Balance,Jordan 4,Bred,109,2025-04-30,305,1,-0.15000000000000002,3,0.51,154.5
YEE-58820,Yeezy,Air Force 1,UNC,150,2024-05-04,666,0,0.0,5,0.96,177.45
ADI-14634,Adidas,Jordan 1 Retro,UNC,156,2024-02-29,731,0,0.51,18,0.4,207.91
NIK-33043,Nike,Yeezy Boost 350,Chicago,180,2023-10-04,879,0,-0.37,9,0.18,223.97
YEE-78493,Yeezy,Yeezy Boost 350,Triple White,177,2024-01-26,765,0,-0.98,17,0.86,172.63
NIK-20024,Nike,Gel-Lyte III,Mocha,157,2024-10-10,507,0,-0.25,5,0.99,129.49
ADI-70694,Adidas,Gel-Lyte III,UNC,151,2024-06-27,612,0,0.7,20,0.93,182.18
ADI-37814,Adidas,550,Triple White,135,2024-12-31,425,0,-0.49,20,0.84,146.28
ADI-53922,Adidas,Air Force 1,Triple Black,163,2024-10-20,497,0,0.19,6,0.65,212.1
ASI-92665,Asics,Jordan 4,UNC,154,2024-08-07,571,1,-0.32999999999999996,2,0.29,590.02
JOR-56457,Jordan,Jordan 4,Triple White,191,2025-04-24,311,1,0.76,2,0.64,645.75
NEW-98420,New Balance,Yeezy Boost 350,Bred,128,2025-09-29,153,0,0.8,6,0.35,193.52
JOR-99294,Jordan,Gel-Lyte III,Chicago,240,2025-05-15,290,0,0.93,17,0.73,325.26
NEW-82050,New Balance,550,Triple Black,122,2024-12-04,452,1,1.0,2,0.99,477.08
ASI-32963,Asics,550,Triple White,95,2025-02-25,369,0,-0.62,9,0.59,59.45
ADI-81856,Adidas,Air Force 1,Triple White,91,2024-11-13,473,0,-0.15,18,0.01,97.39
NIK-40868,Nike,Gel-Lyte III,Bred,94,2025-10-20,132,0,0.21,12,0.05,106.03
NIK-84878,Nike,Air Force 1,Panda,178,2024-08-24,554,0,-0.42,13,0.23,234.32
ASI-25148,Asics,Gel-Lyte III,Triple Black,178,2024-11-14,472,0,-0.3,5,0.68,210.59
ADI-76801,Adidas,Yeezy Boost 350,Triple White,112,2025-09-08,174,1,-0.5399999999999999,1,0.45,193.17
JOR-35378,Jordan,Air Max 90,Mocha,218,2024-02-24,736,1,0.21000000000000002,3,0.23,866.14
JOR-49161,Jordan,Gel-Lyte III,Bred,179,2024-11-07,479,0,0.18,12,0.14,159.68
YEE-98383,Yeezy,Air Force 1,Chicago,201,2024-02-26,734,0,-0.65,11,0.18,259.68
YEE-52345,Yeezy,Jordan 1 Retro,Chicago,169,2024-09-13,534,1,0.14,3,0.67,380.78
NIK-75780,Nike,Jordan 4,Sail,118,2023-09-25,888,1,0.74,3,0.87,544.98
NIK-23902,Nike,Jordan 1 Retro,UNC,135,2025-04-20,315,0,-0.3,5,0.35,140.81
ADI-97675,Adidas,Air Max 90,UNC,147,2023-09-13,900,0,-0.0,11,0.09,186.1
NIK-38858,Nike,Air Force 1,Sail,125,2025-04-12,323,1,0.46,1,0.39,309.41
NIK-93727,Nike,550,Panda,180,2023-07-10,965,1,0.18000000000000002,3,0.8,597.28
NEW-62401,New Balance,Jordan 1 Retro,UNC,102,2024-06-09,630,0,-0.2,8,0.85,106.69
YEE-37417,Yeezy,Air Force 1,Triple Black,213,2023-11-28,824,0,-0.25,17,0.01,239.16
NIK-26214,Nike,Dunk Low,Triple White,176,2025-12-27,64,0,-0.54,8,0.53,157.99
ASI-96171,Asics,Jordan 4,Bred,96,2024-05-20,650,0,0.78,12,0.49,157.59
NIK-25330,Nike,550,Triple White,160,2026-01-09,51,0,-0.49,15,0.0,199.05
YEE-27625,Yeezy,550,Triple White,163,2023-12-20,802,0,0.03,20,0.49,187.69
NEW-45422,New Balance,Jordan 1 Retro,Bred,150,2024-09-07,540,1,-0.09999999999999998,2,0.87,636.33
YEE-65796,Yeezy,Jordan 1 Retro,Mocha,189,2025-11-08,113,0,0.15,16,0.15,177.16
NEW-61883,New Balance,Jordan 4,Panda,102,2025-03-20,346,0,-0.16,12,0.23,108.33
NIK-51092,Nike,Jordan 4,Sail,161,2025-12-19,72,1,-0.21999999999999997,3,0.12,255.22
YEE-80224,Yeezy,Dunk Low,Panda,167,2024-03-25,706,0,0.43,18,0.24,206.05
ADI-41583,Adidas,Dunk Low,Chicago,179,2025-05-25,280,1,-0.06,2,0.21,353.03
ASI-68716,Asics,Air Max 90,Bred,150,2025-10-24,128,0,-0.5,16,0.27,197.28
NEW-48337,New Balance,550,Bred,135,2024-05-16,654,0,-0.29,10,0.43,132.11
NEW-47374,New Balance,Jordan 4,Bred,120,2024-04-25,675,0,0.55,19,0.35,137.24
JOR-70343,Jordan,Air Force 1,Chicago,237,2026-01-18,42,0,0.63,14,0.05,359.28
NIK-78501,Nike,Air Force 1,UNC,123,2024-06-15,624,0,-0.23,5,0.83,166.6
JOR-66195,Jordan,Air Force 1,Bred,222,2026-01-01,59,0,-0.9,5,0.44,141.69
NEW-44904,New Balance,Yeezy Boost 350,Sail,165,2025-06-29,245,0,-0.0,10,0.37,141.78
ADI-42758,Adidas,Air Max 90,Mocha,171,2025-05-10,295,0,0.9,9,0.5,255.41
ADI-39747,Adidas,Air Max 90,Mocha,157,2025-09-14,168,0,0.41,13,0.42,214.27
ADI-60564,Adidas,Dunk Low,Sail,162,2024-07-28,581,1,1.0,3,0.92,566.61
JOR-39408,Jordan,Gel-Lyte III,Chicago,222,2023-09-05,908,1,-0.4,3,0.88,1088.75
ADI-39690,Adidas,Jordan 1 Retro,Bred,164,2025-05-24,281,0,0.62,10,0.58,243.3
NEW-90698,New Balance,Jordan 4,Bred,121,2023-08-19,925,1,-0.08999999999999997,1,0.03,496.96
YEE-32586,Yeezy,Jordan 1 Retro,UNC,236,2024-04-11,689,1,0.98,3,0.98,695.93
ASI-80203,Asics,Jordan 1 Retro,Triple Black,101,2025-11-29,92,1,0.53,3,0.11,332.14
YEE-68096,Yeezy,Yeezy Boost 350,Chicago,228,2024-10-22,495,0,-0.01,18,0.73,212.6
YEE-68050,Yeezy,550,Panda,169,2023-11-08,844,0,-0.05,10,0.51,192.92
NEW-43212,New Balance,Jordan 1 Retro,Mocha,121,2024-08-12,566,0,-0.36,20,0.02,132.53
NEW-27798,New Balance,Air Max 90,Bred,176,2026-01-09,51,0,-0.09,16,0.22,255.17
ADI-20173,Adidas,Jordan 1 Retro,Triple White,139,2023-12-24,798,0,-0.41,20,0.53,197.64
ADI-53542,Adidas,Air Max 90,Bred,104,2025-01-04,421,0,0.26,18,0.22,104.95
JOR-81586,Jordan,Gel-Lyte III,UNC,186,2024-12-29,427,0,0.08,13,0.65,247.11
ADI-55377,Adidas,Jordan 4,Triple Black,123,2024-05-14,656,0,-0.21,18,0.98,166.19
NEW-32578,New Balance,Yeezy Boost 350,Chicago,175,2023-08-22,922,1,0.21000000000000002,1,0.03,803.98
ASI-27472,Asics,Jordan 1 Retro,UNC,95,2025-02-14,380,0,-0.95,14,0.38,116.7
ADI-25131,Adidas,Jordan 1 Retro,Panda,96,2023-12-11,811,0,-0.65,20,0.99,94.69
JOR-86821,Jordan,Gel-Lyte III,Panda,235,2025-08-29,184,1,1.0,1,0.29,516.01
ADI-83083,Adidas,550,Bred,154,2025-05-08,297,0,0.23,18,0.14,207.29
NEW-19127,New Balance,Yeezy Boost 350,Panda,179,2025-03-24,342,1,-0.39,1,0.68,471.44
YEE-39524,Yeezy,Dunk Low,Sail,158,2024-08-07,571,0,-0.54,12,0.76,133.86
ASI-62583,Asics,Air Force 1,Panda,100,2024-10-06,511,0,0.36,10,0.97,129.88
NIK-31150,Nike,Gel-Lyte III,Triple White,126,2023-06-15,990,0,-0.43,20,0.6,153.3
NIK-84931,Nike,550,UNC,176,2024-09-16,531,0,-0.25,15,0.39,215.52
JOR-91977,Jordan,Air Max 90,Chicago,208,2024-10-29,488,1,-0.42999999999999994,3,0.56,752.79
YEE-94746,Yeezy,Jordan 1 Retro,Sail,191,2024-08-18,560,0,0.84,16,0.53,332.61
YEE-75609,Yeezy,Air Max 90,Sail,213,2025-08-08,205,0,0.81,11,0.18,272.08
ADI-18827,Adidas,Dunk Low,Mocha,110,2024-11-08,478,0,-0.65,14,0.32,133.45
NIK-29112,Nike,Gel-Lyte III,Triple Black,138,2023-10-25,858,0,-0.79,9,0.87,95.22
ADI-79334,Adidas,Gel-Lyte III,Sail,105,2023-08-27,917,0,0.25,5,0.14,146.78
ASI-78298,Asics,Gel-Lyte III,Bred,120,2023-11-27,825,1,1.0,3,0.55,482.19
ADI-93101,Adidas,Air Max 90,Chicago,133,2024-11-16,470,0,-0.55,9,0.47,103.63
JOR-50299,Jordan,Jordan 1 Retro,Mocha,204,2024-01-10,781,0,-0.32,9,1.0,188.06
JOR-91981,Jordan,Gel-Lyte III,Mocha,203,2025-10-19,133,1,1.0,2,0.75,320.28
NEW-65166,New Balance,Gel-Lyte III,Chicago,141,2024-11-14,472,0,-0.69,16,0.15,172.83
ASI-11962,Asics,Gel-Lyte III,Mocha,127,2025-05-31,274,0,-0.52,20,0.76,82.54
ASI-19960,Asics,Gel-Lyte III,Chicago,114,2023-06-28,977,0,0.69,10,0.04,152.57
ASI-71629,Asics,550,Bred,149,2025-07-02,242,1,0.8300000000000001,3,0.86,246.32
JOR-50373,Jordan,Gel-Lyte III,Triple Black,158,2024-07-06,603,0,0.27,10,0.42,179.35
ADI-14880,Adidas,Gel-Lyte III,Chicago,142,2025-08-04,209,0,0.75,20,0.79,235.97
NIK-20105,Nike,Jordan 4,Chicago,131,2023-07-29,946,1,-0.44999999999999996,1,0.44,497.6
YEE-50009,Yeezy,Dunk Low,Sail,219,2024-02-23,737,0,-0.24,10,0.82,176.75
NIK-67219,Nike,Jordan 4,Sail,134,2024-04-17,683,0,-0.62,13,0.96,116.6
ADI-34603,Adidas,Air Force 1,UNC,150,2024-12-23,433,0,0.72,18,0.71,194.88
ASI-48461,Asics,Jordan 4,Panda,172,2024-12-29,427,0,-0.6,15,0.49,222.56
ADI-12357,Adidas,Air Max 90,UNC,117,2025-06-14,260,0,0.3,15,0.98,96.74
NEW-60250,New Balance,550,Mocha,127,2024-12-21,435,1,1.0,2,0.16,383.37
ASI-65597,Asics,Dunk Low,Chicago,108,2025-09-08,174,0,0.43,17,0.03,121.6
NIK-57428,Nike,Jordan 4,Chicago,113,2025-09-04,178,0,-0.15,9,0.44,131.24
NEW-28095,New Balance,Jordan 1 Retro,Triple White,98,2023-10-11,872,0,-0.21,13,0.52,98.24
ASI-17709,Asics,Yeezy Boost 350,Triple Black,152,2025-12-26,65,0,-0.95,17,0.72,195.84
JOR-68603,Jordan,Dunk Low,Panda,207,2023-08-17,927,0,0.17,16,0.59,196.48
NIK-53206,Nike,Jordan 4,Triple White,90,2024-07-11,598,1,0.19000000000000003,3,0.5,217.17
NIK-23034,Nike,Yeezy Boost 350,Sail,122,2023-12-13,809,1,0.76,3,0.82,286.0
JOR-10278,Jordan,Jordan 4,Triple Black,221,2024-08-07,571,0,0.67,20,0.58,311.49
NIK-90089,Nike,Dunk Low,Sail,112,2024-04-24,676,0,0.1,16,0.95,126.92
NEW-65134,New Balance,Jordan 1 Retro,Mocha,123,2025-07-12,232,0,-0.39,14,0.67,125.43
JOR-32580,Jordan,Dunk Low,Triple Black,248,2023-12-16,806,0,0.54,8,0.54,394.01
NIK-30224,Nike,Yeezy Boost 350,Triple White,154,2024-04-29,671,0,-0.79,11,0.72,127.72
NIK-59483,Nike,Dunk Low,Triple Black,138,2025-02-15,379,1,1.0,3,0.17,599.5
ASI-54081,Asics,Yeezy Boost 350,Panda,121,2024-04-09,691,0,-0.79,19,0.06,91.8
JOR-33195,Jordan,Jordan 1 Retro,Bred,237,2023-06-08,997,0,0.67,6,0.99,404.29
JOR-30322,Jordan,Air Max 90,Sail,200,2025-09-21,161,1,-0.2899999999999999,2,0.77,661.95
NIK-75433,Nike,Jordan 1 Retro,Bred,161,2025-12-30,61,0,-0.54,13,0.7,103.12
ASI-64777,Asics,Jordan 4,UNC,100,2025-12-21,70,0,-0.44,20,0.73,125.64
ADI-75844,Adidas,Jordan 1 Retro,Mocha,166,2024-05-18,652,1,0.75,1,0.12,595.25
ADI-14926,Adidas,Dunk Low,Sail,162,2023-08-04,940,0,-0.24,18,0.13,140.19
YEE-72991,Yeezy,Gel-Lyte III,Mocha,176,2025-08-22,191,1,1.0,1,0.08,321.61
ADI-48939,Adidas,550,Sail,100,2025-02-02,392,0,0.53,17,0.61,163.61
ASI-46789,Asics,Yeezy Boost 350,Panda,162,2025-02-19,375,0,0.41,7,0.33,189.28
ADI-81247,Adidas,Yeezy Boost 350,Panda,147,2024-09-09,538,1,-0.47,1,0.59,395.27
JOR-43666,Jordan,Jordan 1 Retro,Bred,198,2025-06-08,266,0,-0.32,14,0.4,261.35
ADI-48563,Adidas,550,Panda,165,2025-06-28,246,1,-0.16999999999999993,1,0.66,528.02
YEE-42676,Yeezy,Gel-Lyte III,UNC,194,2025-04-27,308,0,-0.74,9,0.4,226.36
ADI-57248,Adidas,Jordan 1 Retro,Bred,151,2025-01-15,410,0,-0.89,18,0.53,193.05
YEE-71773,Yeezy,Jordan 4,Panda,196,2023-10-17,866,0,0.69,18,0.07,344.97
ADI-50689,Adidas,Gel-Lyte III,Chicago,130,2024-11-03,483,0,0.17,20,0.59,147.2
YEE-20098,Yeezy,550,Triple Black,178,2025-12-19,72,1,-0.38,1,0.0,410.23
NIK-83692,Nike,Gel-Lyte III,Mocha,129,2024-03-01,730,0,0.8,11,0.51,174.26
NIK-44267,Nike,Dunk Low,Chicago,118,2025-07-25,219,0,0.52,20,0.88,153.53
ASI-18381,Asics,Jordan 4,Mocha,157,2025-12-18,73,1,1.0,3,0.14,398.96
JOR-28209,Jordan,550,UNC,240,2025-06-04,270,0,-0.29,12,0.15,237.04
NEW-55570,New Balance,550,Bred,132,2024-11-27,459,0,0.38,18,0.59,138.66
NIK-87732,Nike,550,Sail,116,2024-05-24,646,0,0.21,10,0.44,135.12
ASI-88658,Asics,Jordan 4,Triple Black,179,2026-02-01,28,0,-0.36,6,0.3,203.78
ADI-19831,Adidas,Gel-Lyte III,Mocha,161,2024-06-21,618,0,0.42,6,0.09,150.51
NIK-90733,Nike,Jordan 4,Triple Black,114,2025-09-22,160,1,0.55,2,0.79,209.71
JOR-80347,Jordan,Gel-Lyte III,Mocha,172,2025-09-10,172,0,-0.74,16,0.69,193.16
NIK-88762,Nike,Yeezy Boost 350,UNC,174,2025-09-03,179,0,0.02,7,0.63,153.38
ASI-40953,Asics,Jordan 1 Retro,Triple Black,159,2025-12-27,64,0,0.53,9,0.1,275.01
YEE-76929,Yeezy,Air Force 1,Triple White,180,2023-12-16,806,0,0.35,5,0.35,259.21
ASI-55275,Asics,Jordan 4,Bred,134,2024-05-31,639,0,-0.04,12,0.8,192.58
ADI-56865,Adidas,Yeezy Boost 350,Panda,177,2026-01-31,29,0,-0.33,13,0.85,191.58
ADI-17739,Adidas,Jordan 1 Retro,Triple White,177,2023-07-26,949,0,0.03,7,0.84,217.48
ADI-90533,Adidas,Yeezy Boost 350,Chicago,168,2024-12-01,455,0,0.86,14,0.61,201.34
JOR-66701,Jordan,Yeezy Boost 350,Triple White,182,2023-08-27,917,1,-0.21999999999999997,2,0.13,711.24
ADI-49369,Adidas,Yeezy Boost 350,Sail,164,2024-06-22,617,1,0.31000000000000005,3,0.18,562.2
ASI-84196,Asics,Jordan 1 Retro,Chicago,126,2025-06-03,271,0,-0.38,17,0.77,130.33
JOR-53984,Jordan,Jordan 1 Retro,Bred,241,2024-04-25,675,0,-0.21,7,0.54,249.62
ADI-10958,Adidas,Gel-Lyte III,Chicago,177,2024-02-05,755,0,0.86,9,0.47,309.89
JOR-84070,Jordan,Jordan 1 Retro,Bred,208,2025-07-21,223,0,-0.71,5,0.53,257.04
NIK-75936,Nike,Jordan 1 Retro,UNC,97,2025-07-25,219,0,-0.98,8,0.05,71.78
YEE-11599,Yeezy,Yeezy Boost 350,Sail,219,2025-08-02,211,0,-0.85,16,0.75,174.45
NEW-77632,New Balance,Jordan 1 Retro,Bred,133,2025-09-21,161,0,-0.35,12,0.36,142.66
NIK-18889,Nike,Jordan 4,Bred,167,2026-02-04,25,1,1.0,2,0.11,493.04
JOR-46822,Jordan,Yeezy Boost 350,Sail,237,2024-02-03,757,1,1.0,3,0.92,866.11
ASI-97150,Asics,Dunk Low,Panda,99,2025-10-14,138,0,-0.48,17,0.74,138.57
ADI-42008,Adidas,Jordan 4,UNC,165,2024-03-25,706,0,0.81,19,0.52,264.07
ASI-93952,Asics,Air Max 90,Bred,177,2025-10-03,149,0,-0.41,18,0.45,157.59
YEE-10731,Yeezy,Dunk Low,Panda,238,2024-06-10,629,1,0.08000000000000002,1,0.64,731.45
NEW-54992,New Balance,Yeezy Boost 350,Triple Black,152,2023-11-06,846,0,-0.85,12,0.03,135.02
YEE-25108,Yeezy,Air Max 90,Chicago,166,2024-12-26,430,0,-0.44,12,0.35,191.41
ASI-73594,Asics,Jordan 4,Chicago,148,2023-11-30,822,1,0.010000000000000009,2,0.49,520.15
JOR-40670,Jordan,Air Max 90,Triple Black,249,2024-04-06,694,1,1.0,3,0.49,1135.27
JOR-49340,Jordan,Dunk Low,Bred,244,2026-01-20,40,0,-0.69,15,0.39,266.0
ASI-40180,Asics,Air Max 90,UNC,134,2024-11-05,481,0,0.04,8,0.33,123.93
ASI-60792,Asics,Dunk Low,Triple Black,133,2024-06-12,627,0,-0.23,10,0.1,177.58
ADI-33841,Adidas,Yeezy Boost 350,Triple White,148,2023-10-11,872,1,0.49,3,0.32,612.91
JOR-46245,Jordan,Jordan 4,Panda,176,2023-06-25,980,0,-0.83,8,0.62,137.53
NIK-17883,Nike,Jordan 1 Retro,UNC,103,2025-07-28,216,1,-0.12,2,0.6,159.94
ADI-83703,Adidas,Jordan 4,UNC,167,2023-11-02,850,1,0.32,2,0.72,672.13
ADI-84099,Adidas,Air Max 90,Bred,177,2024-07-09,600,0,0.75,16,0.07,263.4
ASI-73549,Asics,Air Max 90,Panda,148,2023-09-17,896,0,0.36,8,0.03,142.16
ADI-17862,Adidas,Air Force 1,UNC,178,2025-12-23,68,0,-0.09,20,0.97,144.06
YEE-27548,Yeezy,Air Max 90,Sail,181,2025-07-03,241,0,-0.77,7,0.73,117.56
NIK-59534,Nike,Dunk Low,Triple White,104,2026-02-13,16,1,0.49,2,0.5,180.64
JOR-58330,Jordan,Yeezy Boost 350,Triple Black,203,2024-03-17,714,0,0.37,7,0.64,169.61
ADI-47075,Adidas,Jordan 1 Retro,Bred,93,2024-02-14,746,1,1.0,2,0.71,475.82
ADI-56125,Adidas,Air Force 1,Mocha,90,2025-05-26,279,0,-0.48,9,0.31,133.33
ADI-87422,Adidas,550,Sail,174,2023-06-22,983,1,-0.13,2,0.75,641.35
YEE-88469,Yeezy,Yeezy Boost 350,Mocha,158,2025-09-25,157,0,-0.51,14,0.66,151.51
NIK-38479,Nike,Jordan 4,Sail,149,2025-09-04,178,0,-0.64,10,0.1,113.69
ASI-21611,Asics,Yeezy Boost 350,Mocha,149,2025-02-18,376,0,-0.75,18,0.92,102.38
NIK-44953,Nike,Jordan 4,Triple White,171,2024-11-12,474,0,-0.39,11,0.77,214.87
YEE-69124,Yeezy,Dunk Low,Panda,186,2024-03-02,729,1,0.010000000000000009,3,0.48,743.77
ASI-72263,Asics,Yeezy Boost 350,Bred,102,2023-09-05,908,0,-0.31,15,0.02,97.13
JOR-25253,Jordan,Jordan 4,UNC,178,2025-02-12,382,0,0.38,20,0.6,176.36
NIK-96453,Nike,Gel-Lyte III,Sail,180,2023-11-18,834,1,0.48000000000000004,3,0.29,896.61
NIK-56329,Nike,Yeezy Boost 350,Mocha,132,2023-10-08,875,0,-0.36,10,0.27,149.34
NIK-71875,Nike,Air Force 1,UNC,180,2025-02-18,376,0,0.77,15,0.02,293.5
NIK-57022,Nike,Yeezy Boost 350,Mocha,142,2025-06-30,244,0,-0.4,9,0.83,157.6
NIK-92344,Nike,550,Triple Black,94,2024-04-20,680,1,0.9500000000000001,2,0.73,388.14
ASI-15708,Asics,Yeezy Boost 350,Panda,99,2023-09-09,904,0,-0.54,13,0.02,64.6
ADI-29229,Adidas,Dunk Low,Triple Black,124,2023-12-20,802,0,-0.08,11,0.05,129.54
YEE-73144,Yeezy,Air Max 90,Sail,178,2024-04-07,693,0,0.72,9,0.94,243.12
